Frame,Time (s),Object Count
1663,55.43,3
1664,55.47,3
1665,55.50,3
1666,55.53,3
1667,55.57,3
1668,55.60,3
1669,55.63,3
1670,55.67,3
1671,55.70,3
1672,55.73,3
1673,55.77,3
1674,55.80,3
1675,55.83,3
1676,55.87,3
1677,55.90,3
1678,55.93,3
1679,55.97,3
1680,56.00,3
1681,56.03,3
1682,56.07,3
1683,56.10,3
1684,56.13,3
1685,56.17,3
1686,56.20,3
1687,56.23,3
1688,56.27,3
1689,56.30,3
1690,56.33,3
1691,56.37,3
1692,56.40,3
1693,56.43,3
1694,56.47,3
1695,56.50,3
1696,56.53,3
1697,56.57,3
1698,56.60,3
1699,56.63,3
1700,56.67,3
1701,56.70,3
1702,56.73,3
1703,56.77,3
1704,56.80,3
1705,56.83,3
1706,56.87,3
1707,56.90,3
1708,56.93,3
1709,56.97,3
1710,57.00,3
1711,57.03,3
1712,57.07,3
1713,57.10,3
1714,57.13,3
1715,57.17,3
1716,57.20,3
1717,57.23,3
1718,57.27,3
1719,57.30,3
1720,57.33,3
1721,57.37,3
1722,57.40,3
1723,57.43,3
1724,57.47,3
1725,57.50,3
1726,57.53,4
1727,57.57,3
1728,57.60,3
1729,57.63,3
1730,57.67,4
1731,57.70,3
1732,57.73,3
1733,57.77,3
1734,57.80,3
1735,57.83,3
1736,57.87,3
1737,57.90,3
1738,57.93,3
1739,57.97,3
1740,58.00,3
1741,58.03,3
1742,58.07,3
1743,58.10,3
1744,58.13,3
1745,58.17,3
1746,58.20,3
1747,58.23,3
1748,58.27,3
1749,58.30,3
1750,58.33,2
1751,58.37,2
1752,58.40,2
1753,58.43,2
1754,58.47,3
1755,58.50,3
1756,58.53,3
1757,58.57,3
1758,58.60,3
1759,58.63,3
1760,58.67,3
1761,58.70,3
1762,58.73,3
1763,58.77,3
1764,58.80,3
1765,58.83,3
1766,58.87,3
1767,58.90,3
1768,58.93,3
1769,58.97,3
1770,59.00,3
1771,59.03,3
1772,59.07,3
1773,59.10,3
1774,59.13,3
1775,59.17,3
1776,59.20,3
1777,59.23,3
1778,59.27,3
1779,59.30,3
1780,59.33,3
1781,59.37,3
1782,59.40,3
1783,59.43,3
1784,59.47,3
1785,59.50,3
1786,59.53,3
1787,59.57,3
1788,59.60,3
1789,59.63,3
1790,59.67,3
1791,59.70,3
1792,59.73,3
1793,59.77,3
1794,59.80,3
1795,59.83,3
1796,59.87,3
1797,59.90,3
1798,59.93,3
1799,59.97,3
1800,60.00,3
1801,60.03,3
1802,60.07,3
1803,60.10,3
1804,60.13,3
1805,60.17,3
1806,60.20,3
1807,60.23,3
1808,60.27,3
1809,60.30,3
1810,60.33,3
1811,60.37,3
1812,60.40,3
1813,60.43,3
1814,60.47,3
1815,60.50,3
1816,60.53,3
1817,60.57,3
1818,60.60,3
1819,60.63,3
1820,60.67,3
1821,60.70,3
1822,60.73,3
1823,60.77,3
1824,60.80,3
1825,60.83,3
1826,60.87,3
1827,60.90,3
1828,60.93,3
1829,60.97,3
1830,61.00,3
1831,61.03,3
1832,61.07,3
1833,61.10,3
1834,61.13,3
1835,61.17,3
1836,61.20,3
1837,61.23,3
1838,61.27,3
1839,61.30,3
1840,61.33,3
1841,61.37,3
1842,61.40,3
1843,61.43,3
1844,61.47,3
1845,61.50,3
1846,61.53,3
1847,61.57,3
1848,61.60,3
1849,61.63,3
1850,61.67,3
1851,61.70,3
1852,61.73,3
1853,61.77,3
1854,61.80,3
1855,61.83,3
1856,61.87,3
1857,61.90,3
1858,61.93,3
1859,61.97,3
1860,62.00,3
1861,62.03,3
1862,62.07,3
1863,62.10,3
1864,62.13,3
1865,62.17,3
1866,62.20,3
1867,62.23,3
1868,62.27,3
1869,62.30,3
1870,62.33,2
1871,62.37,2
1872,62.40,2
1873,62.43,2
1874,62.47,2
1875,62.50,4
1876,62.53,3
1877,62.57,3
1878,62.60,3
1879,62.63,4
1880,62.67,4
1881,62.70,3
1882,62.73,3
1883,62.77,3
1884,62.80,3
1885,62.83,3
1886,62.87,3
1887,62.90,3
1888,62.93,3
1889,62.97,3
1890,63.00,3
1891,63.03,3
1892,63.07,3
1893,63.10,3
1894,63.13,3
1895,63.17,3
1896,63.20,3
1897,63.23,3
1898,63.27,3
1899,63.30,3
1900,63.33,3
1901,63.37,3
1902,63.40,3
1903,63.43,3
1904,63.47,3
1905,63.50,3
1906,63.53,3
1907,63.57,3
1908,63.60,3
1909,63.63,3
1910,63.67,3
1911,63.70,3
1912,63.73,3
1913,63.77,3
1914,63.80,3
1915,63.83,3
1916,63.87,3
1917,63.90,3
1918,63.93,3
1919,63.97,3
1920,64.00,3
1921,64.03,3
1922,64.07,3
1923,64.10,3
1924,64.13,3
1925,64.17,3
1926,64.20,3
1927,64.23,3
1928,64.27,3
1929,64.30,3
1930,64.33,3
1931,64.37,3
1932,64.40,3
1933,64.43,3
1934,64.47,3
1935,64.50,3
1936,64.53,3
1937,64.57,3
1938,64.60,3
1939,64.63,3
1940,64.67,3
1941,64.70,3
1942,64.73,3
1943,64.77,3
1944,64.80,3
1945,64.83,3
1946,64.87,3
1947,64.90,3
1948,64.93,3
1949,64.97,3
1950,65.00,3
1951,65.03,3
1952,65.07,3
1953,65.10,3
1954,65.13,3
1955,65.17,3
1956,65.20,3
1957,65.23,3
1958,65.27,3
1959,65.30,3
1960,65.33,3
1961,65.37,3
1962,65.40,3
1963,65.43,3
1964,65.47,3
1965,65.50,3
1966,65.53,3
1967,65.57,3
1968,65.60,3
1969,65.63,3
1970,65.67,3
1971,65.70,3
1972,65.73,3
1973,65.77,3
1974,65.80,3
1975,65.83,3
1976,65.87,3
1977,65.90,3
1978,65.93,3
1979,65.97,3
1980,66.00,3
1981,66.03,3
1982,66.07,3
1983,66.10,3
1984,66.13,3
1985,66.17,3
1986,66.20,3
1987,66.23,3
1988,66.27,3
1989,66.30,3
1990,66.33,3
1991,66.37,3
1992,66.40,3
1993,66.43,3
1994,66.47,3
1995,66.50,3
1996,66.53,3
1997,66.57,3
1998,66.60,3
1999,66.63,3
2000,66.67,3
2001,66.70,3
2002,66.73,3
2003,66.77,3
2004,66.80,3
2005,66.83,3
2006,66.87,3
2007,66.90,3
2008,66.93,3
2009,66.97,3
2010,67.00,3
2011,67.03,3
2012,67.07,3
2013,67.10,3
2014,67.13,3
2015,67.17,3
2016,67.20,3
2017,67.23,3
2018,67.27,3
2019,67.30,3
2020,67.33,3
2021,67.37,3
2022,67.40,3
2023,67.43,3
2024,67.47,3
2025,67.50,3
2026,67.53,3
2027,67.57,3
2028,67.60,3
2029,67.63,3
2030,67.67,3
2031,67.70,3
2032,67.73,3
2033,67.77,3
2034,67.80,3
2035,67.83,3
2036,67.87,3
2037,67.90,3
2038,67.93,3
2039,67.97,3
2040,68.00,3
2041,68.03,3
2042,68.07,3
2043,68.10,3
2044,68.13,3
2045,68.17,3
2046,68.20,3
2047,68.23,3
2048,68.27,3
2049,68.30,3
2050,68.33,3
2051,68.37,3
2052,68.40,3
2053,68.43,3
2054,68.47,3
2055,68.50,3
2056,68.53,3
2057,68.57,3
2058,68.60,3
2059,68.63,3
2060,68.67,3
2061,68.70,3
2062,68.73,3
2063,68.77,3
2064,68.80,3
2065,68.83,3
2066,68.87,3
2067,68.90,3
2068,68.93,3
2069,68.97,3
2070,69.00,3
2071,69.03,3
2072,69.07,3
2073,69.10,3
2074,69.13,3
2075,69.17,3
2076,69.20,3
2077,69.23,4
2078,69.27,4
2079,69.30,5
2080,69.33,4
2081,69.37,4
2082,69.40,4
2083,69.43,4
2084,69.47,4
2085,69.50,4
2086,69.53,4
2087,69.57,4
2088,69.60,4
2089,69.63,4
2090,69.67,4
2091,69.70,3
2092,69.73,3
2093,69.77,3
2094,69.80,3
2095,69.83,3
2096,69.87,3
2097,69.90,4
2098,69.93,5
2099,69.97,5
2100,70.00,5
2101,70.03,5
2102,70.07,3
2103,70.10,4
2104,70.13,4
2105,70.17,4
2106,70.20,4
2107,70.23,4
2108,70.27,4
2109,70.30,4
2110,70.33,4
2111,70.37,4
2112,70.40,4
2113,70.43,4
2114,70.47,4
2115,70.50,4
2116,70.53,3
2117,70.57,3
2118,70.60,3
2119,70.63,3
2120,70.67,3
2121,70.70,3
2122,70.73,3
2123,70.77,3
2124,70.80,3
2125,70.83,4
2126,70.87,4
2127,70.90,4
2128,70.93,4
2129,70.97,4
2130,71.00,4
2131,71.03,5
2132,71.07,5
2133,71.10,5
2134,71.13,4
2135,71.17,5
2136,71.20,4
2137,71.23,3
2138,71.27,3
2139,71.30,3
2140,71.33,3
2141,71.37,3
2142,71.40,3
2143,71.43,3
2144,71.47,3
2145,71.50,3
2146,71.53,3
2147,71.57,3
2148,71.60,3
2149,71.63,3
2150,71.67,3
2151,71.70,3
2152,71.73,4
2153,71.77,4
2154,71.80,4
2155,71.83,4
2156,71.87,4
2157,71.90,4
2158,71.93,4
2159,71.97,4
2160,72.00,4
2161,72.03,4
2162,72.07,4
2163,72.10,4
2164,72.13,4
2165,72.17,4
2166,72.20,4
2167,72.23,4
2168,72.27,4
2169,72.30,4
2170,72.33,4
2171,72.37,4
2172,72.40,4
2173,72.43,4
2174,72.47,4
2175,72.50,4
2176,72.53,4
2177,72.57,4
2178,72.60,4
2179,72.63,3
2180,72.67,3
2181,72.70,3
2182,72.73,3
2183,72.77,3
2184,72.80,3
2185,72.83,4
2186,72.87,4
2187,72.90,4
2188,72.93,4
2189,72.97,4
2190,73.00,4
2191,73.03,4
2192,73.07,4
2193,73.10,4
2194,73.13,4
2195,73.17,4
2196,73.20,4
2197,73.23,4
2198,73.27,4
2199,73.30,4
2200,73.33,4
2201,73.37,4
2202,73.40,4
2203,73.43,3
2204,73.47,3
2205,73.50,4
2206,73.53,4
2207,73.57,4
2208,73.60,4
2209,73.63,4
2210,73.67,4
2211,73.70,5
2212,73.73,6
2213,73.77,6
2214,73.80,6
2215,73.83,4
2216,73.87,4
2217,73.90,4
2218,73.93,4
2219,73.97,4
2220,74.00,4
2221,74.03,4
2222,74.07,5
2223,74.10,5
2224,74.13,4
2225,74.17,4
2226,74.20,4
2227,74.23,4
2228,74.27,4
2229,74.30,4
2230,74.33,4
2231,74.37,4
2232,74.40,4
2233,74.43,4
2234,74.47,4
2235,74.50,4
2236,74.53,4
2237,74.57,4
2238,74.60,4
2239,74.63,4
2240,74.67,4
2241,74.70,4
2242,74.73,4
2243,74.77,4
2244,74.80,4
2245,74.83,4
2246,74.87,4
2247,74.90,4
2248,74.93,4
2249,74.97,4
2250,75.00,4
2251,75.03,4
2252,75.07,4
2253,75.10,4
2254,75.13,4
2255,75.17,4
2256,75.20,4
2257,75.23,4
2258,75.27,4
2259,75.30,4
2260,75.33,4
2261,75.37,4
2262,75.40,4
2263,75.43,4
2264,75.47,4
2265,75.50,3
2266,75.53,3
2267,75.57,3
2268,75.60,3
2269,75.63,3
2270,75.67,3
2271,75.70,3
2272,75.73,3
2273,75.77,3
2274,75.80,3
2275,75.83,3
2276,75.87,3
2277,75.90,3
2278,75.93,3
2279,75.97,3
2280,76.00,3
2281,76.03,3
2282,76.07,3
2283,76.10,3
2284,76.13,3
2285,76.17,3
2286,76.20,3
2287,76.23,3
2288,76.27,3
2289,76.30,3
2290,76.33,3
2291,76.37,3
2292,76.40,3
2293,76.43,3
2294,76.47,3
2295,76.50,3
2296,76.53,3
2297,76.57,3
2298,76.60,3
2299,76.63,3
2300,76.67,3
2301,76.70,3
2302,76.73,3
2303,76.77,3
2304,76.80,3
2305,76.83,3
2306,76.87,3
2307,76.90,3
2308,76.93,3
2309,76.97,3
2310,77.00,3
2311,77.03,4
2312,77.07,4
2313,77.10,3
2314,77.13,3
2315,77.17,3
2316,77.20,3
2317,77.23,3
2318,77.27,3
2319,77.30,3
2320,77.33,4
2321,77.37,4
2322,77.40,4
2323,77.43,4
2324,77.47,4
2325,77.50,3
2326,77.53,3
2327,77.57,3
2328,77.60,3
2329,77.63,3
2330,77.67,3
2331,77.70,3
2332,77.73,3
2333,77.77,3
2334,77.80,3
2335,77.83,3
2336,77.87,3
2337,77.90,3
2338,77.93,3
2339,77.97,3
2340,78.00,3
2341,78.03,3
2342,78.07,3
2343,78.10,3
2344,78.13,3
2345,78.17,3
2346,78.20,3
2347,78.23,3
2348,78.27,3
2349,78.30,3
2350,78.33,3
2351,78.37,3
2352,78.40,3
2353,78.43,3
2354,78.47,3
2355,78.50,3
2356,78.53,3
2357,78.57,3
2358,78.60,3
2359,78.63,3
2360,78.67,3
2361,78.70,3
2362,78.73,3
2363,78.77,3
2364,78.80,3
2365,78.83,3
2366,78.87,3
2367,78.90,3
2368,78.93,3
2369,78.97,3
2370,79.00,3
2371,79.03,3
2372,79.07,3
2373,79.10,3
2374,79.13,3
2375,79.17,3
2376,79.20,3
2377,79.23,3
2378,79.27,3
2379,79.30,3
2380,79.33,3
2381,79.37,3
2382,79.40,3
2383,79.43,3
2384,79.47,3
2385,79.50,3
2386,79.53,3
2387,79.57,3
2388,79.60,3
2389,79.63,3
2390,79.67,3
2391,79.70,3
2392,79.73,3
2393,79.77,3
2394,79.80,3
2395,79.83,3
2396,79.87,3
2397,79.90,3
2398,79.93,3
2399,79.97,3
2400,80.00,3
2401,80.03,3
2402,80.07,3
2403,80.10,3
2404,80.13,3
2405,80.17,3
2406,80.20,3
2407,80.23,3
2408,80.27,3
2409,80.30,3
2410,80.33,3
2411,80.37,3
2412,80.40,3
2413,80.43,3
2414,80.47,3
2415,80.50,3
2416,80.53,3
2417,80.57,3
2418,80.60,3
2419,80.63,3
2420,80.67,3
2421,80.70,3
2422,80.73,3
2423,80.77,3
2424,80.80,3
2425,80.83,3
2426,80.87,3
2427,80.90,3
2428,80.93,3
2429,80.97,3
2430,81.00,3
2431,81.03,3
2432,81.07,3
2433,81.10,3
2434,81.13,3
2435,81.17,3
2436,81.20,3
2437,81.23,3
2438,81.27,3
2439,81.30,3
2440,81.33,3
2441,81.37,3
2442,81.40,3
2443,81.43,3
2444,81.47,3
2445,81.50,3
2446,81.53,3
2447,81.57,3
2448,81.60,3
2449,81.63,2
2450,81.67,2
2451,81.70,3
2452,81.73,3
2453,81.77,3
2454,81.80,3
2455,81.83,3
2456,81.87,4
2457,81.90,3
2458,81.93,4
2459,81.97,4
2460,82.00,4
2461,82.03,4
2462,82.07,4
2463,82.10,4
2464,82.13,4
2465,82.17,4
2466,82.20,4
2467,82.23,4
2468,82.27,4
2469,82.30,4
2470,82.33,4
2471,82.37,4
2472,82.40,4
2473,82.43,6
2474,82.47,6
2475,82.50,5
2476,82.53,5
2477,82.57,5
2478,82.60,5
2479,82.63,5
2480,82.67,5
2481,82.70,7
2482,82.73,6
2483,82.77,7
2484,82.80,5
2485,82.83,6
2486,82.87,6
2487,82.90,4
2488,82.93,4
2489,82.97,4
2490,83.00,3
2491,83.03,3
2492,83.07,3
2493,83.10,3
2494,83.13,3
2495,83.17,3
2496,83.20,5
2497,83.23,4
2498,83.27,4
2499,83.30,4
2500,83.33,4
2501,83.37,4
2502,83.40,4
2503,83.43,4
2504,83.47,4
2505,83.50,4
2506,83.53,4
2507,83.57,4
2508,83.60,4
2509,83.63,5
2510,83.67,5
2511,83.70,5
2512,83.73,5
2513,83.77,5
2514,83.80,4
2515,83.83,4
2516,83.87,4
2517,83.90,4
2518,83.93,4
2519,83.97,4
2520,84.00,4
2521,84.03,4
2522,84.07,4
2523,84.10,4
2524,84.13,4
2525,84.17,4
2526,84.20,4
2527,84.23,4
2528,84.27,4
2529,84.30,4
2530,84.33,4
2531,84.37,4
2532,84.40,4
2533,84.43,3
2534,84.47,3
2535,84.50,4
2536,84.53,4
2537,84.57,4
2538,84.60,4
2539,84.63,4
2540,84.67,4
2541,84.70,4
2542,84.73,4
2543,84.77,4
2544,84.80,4
2545,84.83,4
2546,84.87,4
2547,84.90,4
2548,84.93,4
2549,84.97,4
2550,85.00,4
2551,85.03,4
2552,85.07,4
2553,85.10,4
2554,85.13,4
2555,85.17,4
2556,85.20,4
2557,85.23,4
2558,85.27,4
2559,85.30,4
2560,85.33,4
2561,85.37,5
2562,85.40,5
2563,85.43,5
2564,85.47,5
2565,85.50,5
2566,85.53,5
2567,85.57,5
2568,85.60,4
2569,85.63,4
2570,85.67,4
2571,85.70,4
2572,85.73,4
2573,85.77,4
2574,85.80,4
2575,85.83,4
2576,85.87,4
2577,85.90,4
2578,85.93,4
2579,85.97,4
2580,86.00,4
2581,86.03,4
2582,86.07,4
2583,86.10,4
2584,86.13,4
2585,86.17,4
2586,86.20,4
2587,86.23,4
2588,86.27,4
2589,86.30,4
2590,86.33,4
2591,86.37,4
2592,86.40,4
2593,86.43,4
2594,86.47,4
2595,86.50,4
2596,86.53,4
2597,86.57,4
2598,86.60,4
2599,86.63,4
2600,86.67,4
2601,86.70,4
2602,86.73,4
2603,86.77,4
2604,86.80,4
2605,86.83,4
2606,86.87,4
2607,86.90,4
2608,86.93,4
2609,86.97,4
2610,87.00,4
2611,87.03,4
2612,87.07,4
2613,87.10,4
2614,87.13,4
2615,87.17,4
2616,87.20,4
2617,87.23,4
2618,87.27,4
2619,87.30,4
2620,87.33,4
2621,87.37,4
2622,87.40,4
2623,87.43,4
2624,87.47,4
2625,87.50,4
2626,87.53,4
2627,87.57,4
2628,87.60,4
2629,87.63,4
2630,87.67,4
2631,87.70,4
2632,87.73,4
2633,87.77,4
2634,87.80,4
2635,87.83,4
2636,87.87,4
2637,87.90,4
2638,87.93,4
2639,87.97,4
2640,88.00,4
2641,88.03,4
2642,88.07,4
2643,88.10,4
2644,88.13,4
2645,88.17,4
2646,88.20,4
2647,88.23,4
2648,88.27,4
2649,88.30,4
2650,88.33,4
2651,88.37,4
2652,88.40,4
2653,88.43,4
2654,88.47,4
2655,88.50,4
2656,88.53,4
2657,88.57,4
2658,88.60,4
2659,88.63,4
2660,88.67,4
2661,88.70,4
2662,88.73,4
2663,88.77,4
2664,88.80,4
2665,88.83,4
2666,88.87,4
2667,88.90,4
2668,88.93,4
2669,88.97,4
2670,89.00,4
2671,89.03,4
2672,89.07,4
2673,89.10,4
2674,89.13,4
2675,89.17,4
2676,89.20,4
2677,89.23,4
2678,89.27,4
2679,89.30,4
2680,89.33,4
2681,89.37,4
2682,89.40,4
2683,89.43,4
2684,89.47,4
2685,89.50,4
2686,89.53,4
2687,89.57,4
2688,89.60,4
2689,89.63,4
2690,89.67,4
2691,89.70,4
2692,89.73,4
2693,89.77,4
2694,89.80,4
2695,89.83,4
2696,89.87,4
2697,89.90,4
2698,89.93,4
2699,89.97,4
2700,90.00,4
2701,90.03,4
2702,90.07,4
2703,90.10,4
2704,90.13,4
2705,90.17,4
2706,90.20,4
2707,90.23,4
2708,90.27,4
2709,90.30,4
2710,90.33,4
2711,90.37,4
2712,90.40,4
2713,90.43,4
2714,90.47,4
2715,90.50,4
2716,90.53,4
2717,90.57,4
2718,90.60,4
2719,90.63,4
2720,90.67,4
2721,90.70,4
2722,90.73,4
2723,90.77,4
2724,90.80,4
2725,90.83,4
2726,90.87,4
2727,90.90,4
2728,90.93,4
2729,90.97,4
2730,91.00,4
2731,91.03,4
2732,91.07,4
2733,91.10,4
2734,91.13,4
2735,91.17,4
2736,91.20,4
2737,91.23,4
2738,91.27,4
2739,91.30,4
2740,91.33,4
2741,91.37,4
2742,91.40,4
2743,91.43,4
2744,91.47,4
2745,91.50,4
2746,91.53,4
2747,91.57,4
2748,91.60,4
2749,91.63,4
2750,91.67,4
2751,91.70,4
2752,91.73,4
2753,91.77,4
2754,91.80,4
2755,91.83,3
2756,91.87,4
2757,91.90,3
2758,91.93,3
2759,91.97,3
2760,92.00,3
2761,92.03,5
2762,92.07,5
2763,92.10,4
2764,92.13,4
2765,92.17,4
2766,92.20,4
2767,92.23,4
2768,92.27,4
2769,92.30,5
2770,92.33,5
2771,92.37,5
2772,92.40,4
2773,92.43,5
2774,92.47,5
2775,92.50,4
2776,92.53,4
2777,92.57,4
2778,92.60,3
2779,92.63,4
2780,92.67,4
2781,92.70,4
2782,92.73,4
2783,92.77,4
2784,92.80,4
2785,92.83,4
2786,92.87,4
2787,92.90,4
2788,92.93,4
2789,92.97,4
2790,93.00,4
2791,93.03,4
2792,93.07,4
2793,93.10,4
2794,93.13,4
2795,93.17,4
2796,93.20,4
2797,93.23,4
2798,93.27,4
2799,93.30,4
2800,93.33,4
2801,93.37,4
2802,93.40,4
2803,93.43,4
2804,93.47,4
2805,93.50,4
2806,93.53,4
2807,93.57,4
2808,93.60,4
2809,93.63,4
2810,93.67,4
2811,93.70,4
2812,93.73,4
2813,93.77,4
2814,93.80,4
2815,93.83,4
2816,93.87,4
2817,93.90,4
2818,93.93,4
2819,93.97,4
2820,94.00,4
2821,94.03,4
2822,94.07,4
2823,94.10,4
2824,94.13,4
2825,94.17,4
2826,94.20,4
2827,94.23,4
2828,94.27,4
2829,94.30,5
2830,94.33,5
2831,94.37,5
2832,94.40,5
2833,94.43,5
2834,94.47,5
2835,94.50,5
2836,94.53,5
2837,94.57,5
2838,94.60,5
2839,94.63,5
2840,94.67,5
2841,94.70,5
2842,94.73,5
2843,94.77,5
2844,94.80,5
2845,94.83,4
2846,94.87,4
2847,94.90,4
2848,94.93,4
2849,94.97,4
2850,95.00,4
2851,95.03,4
2852,95.07,4
2853,95.10,4
2854,95.13,4
2855,95.17,4
2856,95.20,4
2857,95.23,4
2858,95.27,4
2859,95.30,4
2860,95.33,4
2861,95.37,4
2862,95.40,4
2863,95.43,3
2864,95.47,3
2865,95.50,3
2866,95.53,3
2867,95.57,3
2868,95.60,3
2869,95.63,3
2870,95.67,3
2871,95.70,3
2872,95.73,3
2873,95.77,3
2874,95.80,3
2875,95.83,3
2876,95.87,3
2877,95.90,4
2878,95.93,4
2879,95.97,4
2880,96.00,3
2881,96.03,4
2882,96.07,4
2883,96.10,4
2884,96.13,4
2885,96.17,4
2886,96.20,4
2887,96.23,4
2888,96.27,4
2889,96.30,4
2890,96.33,4
2891,96.37,4
2892,96.40,4
2893,96.43,4
2894,96.47,4
2895,96.50,4
2896,96.53,4
2897,96.57,4
2898,96.60,4
2899,96.63,4
2900,96.67,4
2901,96.70,4
2902,96.73,4
2903,96.77,4
2904,96.80,4
2905,96.83,4
2906,96.87,4
2907,96.90,4
2908,96.93,4
2909,96.97,4
2910,97.00,4
2911,97.03,4
2912,97.07,4
2913,97.10,4
2914,97.13,4
2915,97.17,4
2916,97.20,4
2917,97.23,4
2918,97.27,4
2919,97.30,4
2920,97.33,4
2921,97.37,4
2922,97.40,4
2923,97.43,4
2924,97.47,4
2925,97.50,4
2926,97.53,4
2927,97.57,4
2928,97.60,4
2929,97.63,4
2930,97.67,4
2931,97.70,4
2932,97.73,4
2933,97.77,4
2934,97.80,4
2935,97.83,4
2936,97.87,4
2937,97.90,4
2938,97.93,4
2939,97.97,4
2940,98.00,4
2941,98.03,4
2942,98.07,4
2943,98.10,4
2944,98.13,4
2945,98.17,4
2946,98.20,4
2947,98.23,4
2948,98.27,4
2949,98.30,4
2950,98.33,4
2951,98.37,4
2952,98.40,4
2953,98.43,4
2954,98.47,4
2955,98.50,4
2956,98.53,4
2957,98.57,4
2958,98.60,4
2959,98.63,4
2960,98.67,4
2961,98.70,4
2962,98.73,4
2963,98.77,4
2964,98.80,4
2965,98.83,4
2966,98.87,4
2967,98.90,4
2968,98.93,4
2969,98.97,4
2970,99.00,4
2971,99.03,3
2972,99.07,3
2973,99.10,3
2974,99.13,3
2975,99.17,3
2976,99.20,3
2977,99.23,3
2978,99.27,3
2979,99.30,3
2980,99.33,3
2981,99.37,3
2982,99.40,3
2983,99.43,3
2984,99.47,3
2985,99.50,3
2986,99.53,3
2987,99.57,3
2988,99.60,3
2989,99.63,3
2990,99.67,3
2991,99.70,3
2992,99.73,3
2993,99.77,3
2994,99.80,5
2995,99.83,5
2996,99.87,5
2997,99.90,5
2998,99.93,5
2999,99.97,5
3000,100.00,5
3001,100.03,4
3002,100.07,4
3003,100.10,4
3004,100.13,4
3005,100.17,4
3006,100.20,4
3007,100.23,5
3008,100.27,5
3009,100.30,5
3010,100.33,5
3011,100.37,5
3012,100.40,4
3013,100.43,4
3014,100.47,4
3015,100.50,4
3016,100.53,4
3017,100.57,4
3018,100.60,4
3019,100.63,4
3020,100.67,4
3021,100.70,4
3022,100.73,4
3023,100.77,4
3024,100.80,4
3025,100.83,4
3026,100.87,4
3027,100.90,4
3028,100.93,4
3029,100.97,4
3030,101.00,5
3031,101.03,4
3032,101.07,4
3033,101.10,4
3034,101.13,4
3035,101.17,4
3036,101.20,4
3037,101.23,4
3038,101.27,4
3039,101.30,4
3040,101.33,4
3041,101.37,4
3042,101.40,4
3043,101.43,5
3044,101.47,5
3045,101.50,5
3046,101.53,5
3047,101.57,5
3048,101.60,4
3049,101.63,4
3050,101.67,4
3051,101.70,4
3052,101.73,5
3053,101.77,5
3054,101.80,4
3055,101.83,5
3056,101.87,5
3057,101.90,4
3058,101.93,5
3059,101.97,5
3060,102.00,4
3061,102.03,5
3062,102.07,4
3063,102.10,6
3064,102.13,6
3065,102.17,6
3066,102.20,4
3067,102.23,5
3068,102.27,5
3069,102.30,5
3070,102.33,5
3071,102.37,5
3072,102.40,5
3073,102.43,5
3074,102.47,5
3075,102.50,4
3076,102.53,4
3077,102.57,4
3078,102.60,5
3079,102.63,5
3080,102.67,5
3081,102.70,5
3082,102.73,5
3083,102.77,5
3084,102.80,5
3085,102.83,4
3086,102.87,4
3087,102.90,5
3088,102.93,5
3089,102.97,5
3090,103.00,5
3091,103.03,5
3092,103.07,5
3093,103.10,4
3094,103.13,4
3095,103.17,4
3096,103.20,4
3097,103.23,5
3098,103.27,5
3099,103.30,4
3100,103.33,4
3101,103.37,4
3102,103.40,4
3103,103.43,4
3104,103.47,4
3105,103.50,4
3106,103.53,4
3107,103.57,4
3108,103.60,4
3109,103.63,4
3110,103.67,4
3111,103.70,4
3112,103.73,4
3113,103.77,4
3114,103.80,4
3115,103.83,4
3116,103.87,4
3117,103.90,4
3118,103.93,4
3119,103.97,4
3120,104.00,4
3121,104.03,4
3122,104.07,4
3123,104.10,4
3124,104.13,4
3125,104.17,4
3126,104.20,4
3127,104.23,4
3128,104.27,4
3129,104.30,4
3130,104.33,4
3131,104.37,4
3132,104.40,4
3133,104.43,4
3134,104.47,4
3135,104.50,4
3136,104.53,4
3137,104.57,4
3138,104.60,4
3139,104.63,4
3140,104.67,4
3141,104.70,4
3142,104.73,4
3143,104.77,4
3144,104.80,4
3145,104.83,4
3146,104.87,4
3147,104.90,4
3148,104.93,4
3149,104.97,4
3150,105.00,4
3151,105.03,4
3152,105.07,4
3153,105.10,4
3154,105.13,4
3155,105.17,4
3156,105.20,4
3157,105.23,4
3158,105.27,4
3159,105.30,4
3160,105.33,4
3161,105.37,4
3162,105.40,3
3163,105.43,3
3164,105.47,3
3165,105.50,3
3166,105.53,3
3167,105.57,3
3168,105.60,3
3169,105.63,3
3170,105.67,3
3171,105.70,3
3172,105.73,3
3173,105.77,3
3174,105.80,4
3175,105.83,4
3176,105.87,5
3177,105.90,3
3178,105.93,3
3179,105.97,3
3180,106.00,5
3181,106.03,5
3182,106.07,4
3183,106.10,4
3184,106.13,4
3185,106.17,4
3186,106.20,4
3187,106.23,4
3188,106.27,4
3189,106.30,4
3190,106.33,4
3191,106.37,4
3192,106.40,4
3193,106.43,5
3194,106.47,5
3195,106.50,4
3196,106.53,4
3197,106.57,4
3198,106.60,4
3199,106.63,5
3200,106.67,5
3201,106.70,5
3202,106.73,5
3203,106.77,5
3204,106.80,4
3205,106.83,6
3206,106.87,6
3207,106.90,4
3208,106.93,4
3209,106.97,4
3210,107.00,3
3211,107.03,4
3212,107.07,4
3213,107.10,4
3214,107.13,4
3215,107.17,4
3216,107.20,4
